,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,salt_100g,sodium_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-estimate_100g,fiber_100g,proteins_100g,fruits-vegetables-nuts-filling-estimate
ro:deserturi-cu-branză,1555.0,26.0,16.0,27.0,0.04,0.015748031496063,,,0.0,7.5,
ro:branză,1113.0,22.0,14.0,3.0,2.5,0.9842519685039369,,,0.0,14.0,
ro:branza-telemea,1108.95,21.5,15.65,1.05,2.75,1.0826771653543283,,,0.0,16.35,
ro:inghetata,893.0,12.0,8.6,23.35,0.1,0.0393700787401575,,,0.0,3.5,
ro:deserturi-din-lapte,616.0,7.5,5.6,15.75,0.1,0.0393700787401575,,,0.13,2.45,
ro:produse-vegetale,580.0,9.0,2.5,1.4,1.75,0.688976377952756,,,0.0,13.0,
ro:iaurt-de-baut-cu-fructe,323.0,2.45,1.6,10.7,0.11,0.0433070866141732,,,0.0,2.9,
hu:vilagos-sor,0.0,0.0,0.0,0.6,0.0,0.0,,,,0.4,
it:huiles-d-olive-vierges-extra,3458.0,91.85,14.0,0.0,0.0,0.0,,,0.0,0.0,
es:sal-liquida,0.0,0.0,0.0,0.0,0.07366,0.028999999999999998,,,0.0,0.0,
es:mantecadas,1730.0,22.25,8.0,24.1,0.894,0.35200000000000004,,,0.0,6.36,
es:chiles-habaneros,68.7,0.16649999999999998,0.0,2.785,3.1950000000000003,1.26,,,1.165,0.452,
es:bebidas-energeticas-bebidas-carbonatadas,193.0,0.0,0.0,11.5,0.102,0.04,,,0.0,0.0,
es:leche-evaporada,515.5,6.53,4.465,10.085,0.28775,0.11299999999999999,,,0.0,6.015,
es:fermentados,1190.0,21.0,14.7,3.33,1.68,0.6629999999999999,,,0.0,21.0,
es:crema-de-avellanas,2280.0,36.0,8.375,50.0,0.14250000000000002,0.0561,,,3.7199999999999998,6.25,
es:soya-en-polvo,224.5,0.42,0.2,7.74,0.04215,0.0166,,,1.8399999999999999,1.8199999999999998,
fr:chocolats-fourres-a-l-alcool,2055.0,24.5,14.0,56.0,0.27749999999999997,0.10925196850393698,,,1.5,5.05,
fr:spinat,198.5,3.0,0.75,0.65,0.06,0.0236220472440945,,,1.5,3.0,
es:bases-de-pizza,1337.0,6.800000000000001,1.5999999999999999,2.35,1.55,0.610236220472441,,,3.4,7.25,
fr:biscuits-dietetiques,1795.0,14.0,1.5,2.0,1.512,0.5952755905511811,,,12.0,12.0,
pt:puffed-corn-snacks,1930.0,19.0,4.0,0.0,1.76,0.6920000000000001,,,0.0,6.0,
it:snack,1929.0,18.5,5.8,5.2,0.7,0.275590551181102,,,4.4,7.0,
it:frollini,1945.0,16.0,6.9,25.0,0.59944,0.23600000000000002,,,2.5,7.6,
it:sughi,248.5,2.45,0.45,5.65,0.875,0.344488188976378,,,1.25,1.85,
it:pandoro,1729.0,20.0,13.0,22.0,0.59944,0.23600000000000002,,,2.0,8.0,
it:fromages-italiens,809.0,15.5,10.8,2.2,0.525,0.20669291338582702,,,0.0,10.85,
it:ricotta,628.0,12.0,8.3,3.25,0.41500000000000004,0.16338582677165348,,,0.0,7.5,
it:pasta-fresca,1078.0,3.3,1.2,4.7,1.3,0.5118110236220471,,,2.2,9.8,
it:yaourts,431.0,3.7,2.55,12.45,0.10500000000000001,0.04133858267716535,,,0.0,3.4,
en:decorticated-split-red-lentils,1471.5,1.5,,,1.524,0.6,,,30.0,24.95,
en:konjac,29.0,0.0,0.0,0.0,0.0,0.0,,,3.56,0.0,
it:konjac,29.0,0.0,0.0,0.0,0.0,0.0,,,3.56,0.0,
es:salsas-de-tomate-con-albahaca,267.0,3.05,0.4,5.75,1.05,0.4133858267716535,,,1.1,1.2999999999999998,
en:fermented-teas,8.5,0.0,0.0,0.5,0.0,0.0,,,,0.5,
es:arroces-con-vegetales,388.0,0.5,0.1,1.7999999999999998,0.02,0.007874015748031475,,,1.6,2.7,
en:orange-juice-and-soy-drinks,198.0,0.35,0.05,9.6,0.0254,0.01,,,0.4,0.85,
en:pineapple-juice-and-soy-drinks,199.5,0.35,0.04,9.8,0.0254,0.01,,,0.3,0.85,
en:peach-juice-and-soy-drinks,200.0,0.35,0.0,9.9,0.010591799999999998,0.00417,,,0.3,0.9,
es:confitures,978.5,0.05,0.0,56.5,0.0,0.0,45.0,47.5,0.65,0.45,45.0
es:confitures-de-fruits,943.0,0.0,0.0,55.0,0.0,0.0,45.0,45.0,0.0,0.55,45.0
es:pates-a-tartiner-vegetales,1266.0,5.8,0.6,48.25,0.16,0.062992125984252,45.0,47.5,,0.55,45.0
es:gaspacho,205.5,3.0,0.6,2.4000000000000004,0.8,0.31496062992126,,72.5,1.0,0.8,72.5
en:canned-bloody-milk-cap,83.27000000000001,0.15,0.0,0.3,1.016,0.4,,,2.74,0.8500000000000001,
en:sofritos,506.5,10.6,1.5499999999999998,4.0,1.075,0.42322834645669305,,,2.1,1.9,
en:pitted-marinated-green-olives,473.5,12.0,2.0,0.2,3.35,1.318897637795275,,,,1.0,
es:paellas-de-verduras,1111.5,3.5999999999999996,0.6499999999999999,1.35,0.596964,0.23502519685039353,,,2.8,7.45,
es:fruits-secs,1405.5,14.6,6.55,19.95,0.0,0.0,,,4.550000000000001,4.95,
es:almendras-crudas-sin-piel,0.0,51.1,,,,,,,5.8,18.8,
es:aliments-a-base-de-plantes-sechees,1374.5,17.8,12.8,19.95,0.0,0.0,,,5.4,4.95,
es:polos-de-horchata-de-chufa,419.5,3.1,2.5,12.0,0.09495410000000001,0.03738350393700787,,,,0.79,
en:fruits-of-aragon,1654.24,13.3,8.4,51.4,0.2,0.078740157480315,,,4.15,3.18,
es:cebollas-rojas,0.0,,,,,,,,,,
es:acelgas-troceadas,78.5,0.2,0.03,1.1,0.42545,0.16749999999999998,,,1.6,1.85,
es:soja-y-derivados,1557.13,4.6,0.8500000000000001,9.75,0.137,0.05393700787401575,,,1.8,50.05,
en:fresh-coriander-leaves,0.0,,,,,,,,,,
en:stevia-leaves,0.0,,,,,,,,,,
en:cuban-rums,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.53,
ro:baza-pentru-mancaruri,566.0,1.35,0.2,15.2,64.8,25.511811023622048,,,2.3,6.199999999999999,
en:beers-from-czech-republic,0.0,,,,,,,,,,
nl:koeken,1870.5,18.1,8.2,34.05,0.5900000000000001,0.232283464566929,,,1.4,4.95,
nl:speculaas,1880.0,13.0,8.75,33.0,1.5150000000000001,0.5964566929133854,,,1.6,5.5,
fr:preparation-dessert,833.5,14.0,8.75,13.1,0.1945,0.0765700787401575,,,0.0,2.74,
en:indian-readymeals,657.0,8.6,2.5,0.0,1.35255,0.5325,,,0.7,5.45,
fr:haricots-noirs-en-conserve,407.0,0.7,0.1,0.6,0.45999999999999897,0.181102362204724,,,7.0,7.0,
en:haggis,1205.0,19.0,8.0,1.0,1.6764,0.66,,,3.1,10.0,
en:bouchees-vapeur,929.0,3.6,0.3,1.4,0.63,0.248031496062992,,,,9.0,
en:conference-pears,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
en:lacteos,352.0,2.3,0.8540000000000001,1.05,0.2565,0.10121259842519686,,,0.5,4.51,
en:quesos,1216.95,25.0,19.05,0.0,1.353,0.5335000000000001,,,0.0,20.75,
en:chocolats-blancs,2141.0,28.1,13.8,44.8,0.3,0.118110236220472,,8.0,1.5,8.2,8.0
en:thes-glaces-saveur-citron,167.0,0.0,0.0,10.0,0.1,0.0393700787401575,,0.0,0.0,0.0,0.0
fr:bieres-espagnoles,0.0,,,,,,,,,,
en:yaourt,407.0,2.8,2.1,10.7,0.1016,0.04,7.5,7.6,0.5,3.6,7.6
fr:collation,1905.0,18.8,2.5149999999999997,14.545,0.29545,0.11639999999999999,,,3.5149999999999997,7.574999999999999,
es:betun,1750.0,15.2,7.58,54.2,0.539,0.212,,,0.0,0.0,
en:cake-mix,1715.0,13.35,3.475,42.849999999999994,0.415,0.1633858267716535,,,2.9299999999999997,5.35,
en:mashed-potatoes,481.0,3.8,2.4,0.5,0.65,0.255905511811024,,,1.8,2.3,
es:barres-de-cereales,1842.0,15.0,4.3,21.9,0.2,0.078740157480315,,,4.699999999999999,8.5,
en:beef-jerky,1128.0,5.0,1.7,14.29,4.1,1.6141732283464598,,,0.8,41.0,
fr:cereales-para-el-desayuno,1500.0,7.84,0.98,22.6,0.623,0.245,,,15.1,17.0,
fr:cereales-en-grano,1480.0,0.6,0.1,0.3,0.01,0.00393700787401575,,,8.549999999999999,7.4,
fr:vol-au-vent-a-garnir,2335.0,39.9,20.0,1.1,1.0,0.393700787401575,,,,7.8,
en:oils,2580.0,50.6,8.2,5.7,0.3025,0.119094488188976,100.0,99.5,6.7,24.0,99.5
fr:sauces-au-poisson,326.0,0.0,0.0,7.0,8.3,3.26771653543307,,,,5.3,
en:kettle-cooked-chips,2240.0,28.6,1.79,3.57,0.998,0.39299999999999996,,,3.57,7.14,
en:goat-s-cheese,1225.0,23.0,16.3,1.0,1.2192,0.48,,,0.0,19.0,
fr:relishes,420.0,0.2,0.0,20.0,1.0,0.393700787401575,,,,0.7,
es:crema-de-mani,2540.0,50.0,7.67,9.38,1.11,0.43700000000000006,,,6.25,21.9,
fr:jus-de-pommes-pink-lady,183.0,0.2,0.1,9.95,0.02499999999999995,0.009842519685039349,100.0,100.0,0.3,0.4,100.0
fr:sirops-au-chocolat,1079.0,0.9,0.6,50.1,0.11,0.0433070866141732,,,,1.7,
en:aliments-a-base-de-plantes-en-conserve,305.0,0.5,0.1,0.5,0.7070000000000001,0.278,,,4.785,5.5,
fr:sauces-piquantes-antillaises,8.0,9.5,1.065,3.165,4.53,1.7834645669291342,,,0.1,0.0,
es:bebidas-isotonicas,110.0,0.0,0.0,6.5,0.11599999999999999,0.0455,,,0.0,0.0,
fr:thes-de-noel,0.0,0.5,0.5,0.5,0.5,0.1968503937007875,,,0.0,0.5,
en:canned-precooked-meat,1340.0,28.6,10.7,0.0,3.58,1.41,,,0.0,12.5,
es:barra,1790.0,15.0,4.5,27.4,0.6605000000000001,0.2605,,,5.925,7.14,
en:corned-beef,921.0,15.0,6.6,0.25,1.4,0.551181102362205,,,0.05,23.1,
en:sables,2136.0,27.1,18.0,21.8,0.68,0.26771653543307106,,,2.2,6.0,
en:sirops-traditionnels,1460.0,0.0,0.0,83.3,0.0212,0.008329999999999999,,,0.0,0.0,
fr:fettuccine,1562.0,4.1850000000000005,1.255,2.25,0.845,0.3326771653543309,,,2.8499999999999996,15.799999999999999,
en:black-eyed-peas,1020.0,0.7,0.2,2.1,0.10300000000000001,0.0405,,,15.2,23.4,
es:leches-de-coco-para-cocinar,685.0,17.0,16.0,2.5,0.15,0.0590551181102362,,,0.25,1.6,
en:assaisonnements,4.0,1.0,1.0,1.0,1.0,0.393700787401575,,,,1.0,
en:chocolate-covered-raisins,1747.0,17.1,10.5,60.0,0.0699999999999999,0.0275590551181102,,47.0,2.15,2.8,47.0
fr:sauces-condimentaires,1155.0,26.0,2.2,7.8,1.6,0.62992125984252,,,0.6,0.9,
es:crema,1090.0,5.6,2.69,8.25,0.8636,0.34,,,2.69,3.0,
en:soupes-en-conserve,230.0,0.9,0.2,2.1,1.18,0.46456692913385794,,,2.4,3.3,
en:monterey-jack,1640.0,32.1,17.9,0.0,1.54,0.607,,,0.0,25.0,
en:cornichons,67.0,0.35,0.1,0.8,1.9,0.748031496062992,,,1.4,1.1,
fr:confitures-de-gingembre,1130.0,0.0,0.0,65.0,0.1,0.0393700787401575,25.0,34.5,0.0,0.1,25.0
en:lemon-curds,1502.0,12.0,7.6,51.0,0.28,0.110236220472441,,9.0,0.5,2.9,9.0
en:breakfast-biscuits,1800.0,13.5,1.4,19.7,0.8509,0.335,,,7.5,8.0,
en:canned-green-pigeon-peas,419.0,0.0,0.0,2.0,0.731,0.287795275590551,,,0.0,3.0,
en:thai-foods,757.0,17.0,2.1,2.0,5.7,2.24409448818898,,,5.5,3.0,
en:barres-aux-fruits,1841.0,14.8,2.9,40.0,0.02,0.0078740157480315,,100.0,6.75,8.6,100.0
en:sparkling-mineral-water,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
en:coffee-creamer,2092.0,25.0,25.0,0.1,0.5,0.1968503937007875,,,0.0,0.1,
en:legumes-frais,0.0,0.5,0.0,4.0,0.0254,0.01,,,3.0,2.0,
fr:untables,2376.0,48.0,6.7,0.8,0.04,0.01574803149606295,,100.0,7.0,0.5,100.0
en:unsmoked-bacon,915.0,16.4,3.3,0.05,2.40029,0.944996062992125,,,0.0,22.0,
en:strawberry-preserves,1046.0,0.0,,60.0,0.0,0.0,,,,0.0,
en:chia-seeds,1854.0,19.0,1.0,0.1,0.0,0.0,,,33.95,19.0,
es:cerdo,987.5,15.5,5.6,0.0,2.95,1.16,,,0.0,18.7,
fr:croustilles,1985.0,18.5,3.365,7.045,1.385,0.545,,,3.5,5.5,
en:snacks-dulces,1912.0,21.4,15.0,31.0,0.36703,0.1445,,,3.57,9.0,
fr:craquelin,1479.5,7.81,1.6150000000000002,2.0,0.36195,0.14250000000000002,,,4.88,6.5,
en:oat-groats,1490.0,5.36,1.07,0.0,0.02,0.0078740157480315,,,10.7,11.1,
fr:cupcakes,1886.0,23.9,11.6,35.6,0.7,0.275590551181102,0.0,0.0,2.0,5.0,0.0
en:garlic-baguettes,1357.0,11.5,6.9,3.77,1.04902,0.413,,,1.9,8.2,
en:petits-pois-et-carottes-en-conserve,263.0,0.6,0.2,3.7,0.57,0.22440944881889802,0.0,0.0,4.2,3.4,0.0
fr:friandises,1950.0,20.0,19.0,50.0,0.43,0.16929133858267698,,,2.22,3.6,
en:boissons-alcoolisees,0.0,1.25,0.1,3.45,0.6,0.23622047244094502,,,3.9,0.5,
fr:biscuits-au-beurre,2054.5,19.39,16.0,29.6,0.39399999999999996,0.15511811023622002,,,,7.875,
fr:spaghettini,1388.0,2.175,0.48550000000000004,3.25,0.0665,0.026109055118110236,,,3.1,12.25,
en:calendriers-de-l-avent,2250.0,31.6,19.4,54.0,0.228,0.0897,,,2.56,8.3,
en:gum,1444.0,0.5,0.1,51.0,0.03,0.0118110236220472,,,0.0,4.8,
en:mango-chutney,1020.0,0.5835,0.2,50.25,2.67,1.05,,,1.45,0.5835,
fr:thes-au-jasmin,4.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
en:nectars-multifruits,141.0,0.05,0.0,8.1,0.020319999999999998,0.008,,,0.0,0.1,
en:bruschetta,1763.0,9.0,3.7,3.9,1.016,0.4,,,3.33,3.33,
fr:thes-verts-au-jasmin,4.0,0.0,0.0,0.25,0.005,0.001968503937007875,,,,0.25,
en:vinaigres-balsamiques-de-modene,686.0,0.0,0.0,36.0,0.0499999999999999,0.0196850393700787,,,,0.2,
en:ricotta,569.0,9.5,6.7,4.0,0.4,0.15748031496063,,,0.0,8.0,
es:pure-de-tomate,131.0,0.16699999999999998,0.0,4.67,1.16,0.45799999999999996,,,0.47600000000000003,1.43,
en:fruits-a-coque-sales,2520.0,51.2,7.8,5.2,1.0,0.393700787401575,,,7.7,24.4,
es:fromages,1291.0,24.25,16.1,1.0,1.69,0.6653543307086616,,,0.0,12.75,
en:comestibles,1020.0,17.7,12.3,0.0,1.37,0.540192913385827,,,0.0,17.7,
es:relleno-para-pay,434.0,0.0667,0.0,21.0,0.0819,0.0322,,,0.467,0.16699999999999998,
en:melanges-de-fruits-secs,1791.0,14.0,2.0,41.0,0.1,0.0393700787401575,,,5.0,8.0,
fr:pains-a-l-ail,2108.0,25.9,3.2,2.6,1.7,0.669291338582677,,,2.5,8.5,
en:amandes,2529.0,50.0,3.45,3.785,0.07159,0.02818503937007875,,,8.2,20.7,
en:stir-fry-sauce,638.0,1.0,0.5,24.3,4.3434,1.71,,,,0.9,
en:asian-grocery,385.0,0.0,0.0,10.0,6.832999999999999,2.69015748031496,,,0.1,7.7,
en:chilli-sauce,448.0,0.0,0.05,17.8,3.3,1.2992125984252,,,3.4499999999999997,0.5,
fr:boissons-au-citron,113.0,0.0,0.0,5.7,0.01,0.00393700787401575,,,0.3,0.1,
fr:poulets-tikka-masala,715.0,9.1,4.1,2.0,0.7874,0.31,,,1.25,12.3,
fr:preparation-culinaire,561.0,6.1,1.1,2.0,0.7,0.275590551181102,,,3.6,4.1,
en:rhubarbs,0.0,0.1,0.1,12.7,0.127,0.05,,,0.5,4.5,
fr:boissons-gazeifiees,127.0,0.0,0.0,7.2,0.01,0.00393700787401575,,,0.1,0.1,
fr:mince-pies,1682.0,15.5,9.5,29.3,0.3,0.118110236220472,,16.0,1.5,3.7,16.0
fr:minestrones,176.0,1.7,0.2,1.8,0.7,0.275590551181102,,,1.5,1.5,
fr:buns,1279.0,7.0,1.0,7.0,1.1,0.433070866141732,,,3.0,8.8,
fr:cocktails-de-crevettes,803.0,15.0,2.1,2.9,1.4,0.551181102362205,,,1.1,8.0,
en:sels-roses,0.0,0.0,0.0,0.0,42.0,16.5354330708661,,,0.0,0.0,
